,ds,y,unique_id
226,2005-11-01,249.545747884231,0
227,2005-12-01,249.869208345359,0
228,2006-01-01,250.574132483387,0
229,2006-02-01,251.376734848036,0
230,2006-03-01,251.691763347893,0
231,2006-04-01,251.32289133390302,0
232,2006-05-01,249.66255177726,0
233,2006-06-01,247.9191936311,0
234,2006-07-01,246.01305170096802,0
235,2006-08-01,244.124593132192,0
236,2006-09-01,243.37542775181402,0
237,2006-10-01,242.08851157037302,0
238,2006-11-01,241.43695937758,0
239,2006-12-01,239.334210000314,0
240,2007-01-01,240.153266774171,0
241,2007-02-01,238.90442630982497,0
242,2007-03-01,236.62562394741101,0
243,2007-04-01,234.64708425297198,0
244,2007-05-01,232.37572994225,0
245,2007-06-01,229.90904926914902,0
246,2007-07-01,226.67036109200902,0
247,2007-08-01,223.587043353672,0
248,2007-09-01,219.803097065588,0
249,2007-10-01,215.381216285966,0
250,2007-11-01,209.108391369431,0
251,2007-12-01,203.470685826471,0
252,2008-01-01,199.93715168448898,0
253,2008-02-01,193.18776257075402,0
254,2008-03-01,188.043447603732,0
255,2008-04-01,182.184267851601,0
256,2008-05-01,178.503962470359,0
257,2008-06-01,174.350503375616,0
258,2008-07-01,169.861395875927,0
259,2008-08-01,165.738977894823,0
260,2008-09-01,161.892175143858,0
261,2008-10-01,157.938468412404,0
262,2008-11-01,155.15187575373199,0
263,2008-12-01,152.907396549874,0
264,2009-01-01,150.17735346815599,0
265,2009-02-01,149.150892444096,0
266,2009-03-01,146.57756930028,0
267,2009-04-01,145.713876912872,0
268,2009-05-01,145.389691699758,0
269,2009-06-01,146.468149704442,0
270,2009-07-01,148.885722154522,0
271,2009-08-01,151.031719674306,0
272,2009-09-01,152.719091561461,0
273,2009-10-01,154.224981340937,0
274,2009-11-01,155.782348835217,0
275,2009-12-01,157.041195513996,0
276,2010-01-01,159.070014256424,0
277,2010-02-01,160.508540324954,0
278,2010-03-01,162.379019461608,0
279,2010-04-01,162.700735934037,0
280,2010-05-01,163.32105417103,0
281,2010-06-01,162.833653383963,0
282,2010-07-01,162.73328017139798,0
283,2010-08-01,161.54073458998002,0
284,2010-09-01,160.418465687458,0
285,2010-10-01,158.834837557181,0
286,2010-11-01,159.845490567969,0
287,2010-12-01,159.845530111073,0
288,2011-01-01,159.272985769084,0
289,2011-02-01,157.604763854738,0
290,2011-03-01,155.826319404009,0
291,2011-04-01,155.550755105373,0
292,2011-05-01,154.769911879434,0
293,2011-06-01,154.01124833635402,0
294,2011-07-01,153.12172631402,0
295,2011-08-01,152.733371032533,0
296,2011-09-01,151.981188758564,0
297,2011-10-01,151.856507167936,0
298,2011-11-01,151.304887651943,0
299,2011-12-01,151.408704744771,0
300,2012-01-01,150.911314269948,0
301,2012-02-01,151.453351856834,0
302,2012-03-01,151.373865792599,0
303,2012-04-01,152.541364366716,0
304,2012-05-01,152.814573146729,0
305,2012-06-01,153.563771439025,0
306,2012-07-01,154.474799421982,0
307,2012-08-01,155.80524350917,0
308,2012-09-01,158.465898274548,0
309,2012-10-01,161.197220401463,0
310,2012-11-01,163.642455377403,0
311,2012-12-01,165.607692716837,0
312,2013-01-01,165.66070132317802,0
313,2013-02-01,166.671916878769,0
314,2013-03-01,169.427965335225,0
315,2013-04-01,174.676866442934,0
316,2013-05-01,179.015442246074,0
317,2013-06-01,183.00987178351798,0
318,2013-07-01,186.06239464955001,0
319,2013-08-01,189.591913669196,0
320,2013-09-01,191.812257065289,0
321,2013-10-01,193.295849026549,0
322,2013-11-01,194.434896489571,0
