ds,y
2023-01-01,390.3548897697933
2023-02-01,392.7072834066673
2023-03-01,394.9604522631768
2023-04-01,397.316660914809
2023-05-01,399.64100581565543
2023-06-01,402.00115878933707
2023-07-01,404.3293207686092
2023-08-01,406.6934180489491
2023-09-01,409.05951980702827
2023-10-01,411.3934386629459
2023-11-01,413.7634847040558
2023-12-01,416.1012206005451
